ref_tag,source_file,question_ordinal,start_line,end_line,popularity_score,answer_ref
TV_PYTHON_EXCEPTIONS_17,python/exceptions.md,17,455,461,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L455-L461
TV_PYTHON_EXCEPTIONS_18,python/exceptions.md,18,462,472,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L462-L472
TV_PYTHON_EXCEPTIONS_19,python/exceptions.md,19,473,487,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L473-L487
TV_PYTHON_EXCEPTIONS_20,python/exceptions.md,20,488,592,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/exceptions.md#L488-L592
TV_PYTHON_FILES_AND_IO_01,python/files_and_io.md,1,3,8,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L3-L8
TV_PYTHON_FILES_AND_IO_02,python/files_and_io.md,2,9,18,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L9-L18
TV_PYTHON_FILES_AND_IO_03,python/files_and_io.md,3,19,28,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L19-L28
TV_PYTHON_FILES_AND_IO_04,python/files_and_io.md,4,29,57,17,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L29-L57
TV_PYTHON_FILES_AND_IO_05,python/files_and_io.md,5,58,74,19,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L58-L74
TV_PYTHON_FILES_AND_IO_06,python/files_and_io.md,6,75,83,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L75-L83
TV_PYTHON_FILES_AND_IO_07,python/files_and_io.md,7,84,92,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L84-L92
TV_PYTHON_FILES_AND_IO_08,python/files_and_io.md,8,93,98,12,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L93-L98
TV_PYTHON_FILES_AND_IO_09,python/files_and_io.md,9,99,153,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L99-L153
TV_PYTHON_FILES_AND_IO_10,python/files_and_io.md,10,154,224,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L154-L224
TV_PYTHON_FILES_AND_IO_11,python/files_and_io.md,11,225,231,41,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L225-L231
TV_PYTHON_FILES_AND_IO_12,python/files_and_io.md,12,232,239,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L232-L239
TV_PYTHON_FILES_AND_IO_13,python/files_and_io.md,13,240,245,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L240-L245
TV_PYTHON_FILES_AND_IO_14,python/files_and_io.md,14,246,253,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L246-L253
TV_PYTHON_FILES_AND_IO_15,python/files_and_io.md,15,254,365,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L254-L365
TV_PYTHON_FILES_AND_IO_16,python/files_and_io.md,16,366,470,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/files_and_io.md#L366-L470
TV_PYTHON_FUNCTIONAL_PROGRAMMING_01,python/functional_programming.md,1,3,18,21,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functional_programming.md#L3-L18
TV_PYTHON_FUNCTIONAL_PROGRAMMING_02,python/functional_programming.md,2,19,28,11,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functional_programming.md#L19-L28
TV_PYTHON_FUNCTIONAL_PROGRAMMING_03,python/functional_programming.md,3,29,48,11,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functional_programming.md#L29-L48
TV_PYTHON_FUNCTIONAL_PROGRAMMING_04,python/functional_programming.md,4,49,64,12,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functional_programming.md#L49-L64
TV_PYTHON_FUNCTIONAL_PROGRAMMING_05,python/functional_programming.md,5,65,117,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functional_programming.md#L65-L117
TV_PYTHON_FUNCTIONAL_PROGRAMMING_06,python/functional_programming.md,6,118,132,30,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functional_programming.md#L118-L132
TV_PYTHON_FUNCTIONAL_PROGRAMMING_07,python/functional_programming.md,7,133,193,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functional_programming.md#L133-L193
TV_PYTHON_FUNCTIONS_01,python/functions.md,1,3,34,35,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functions.md#L3-L34
TV_PYTHON_FUNCTIONS_02,python/functions.md,2,35,56,19,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functions.md#L35-L56
TV_PYTHON_FUNCTIONS_03,python/functions.md,3,57,93,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functions.md#L57-L93
TV_PYTHON_FUNCTIONS_04,python/functions.md,4,94,138,37,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functions.md#L94-L138
TV_PYTHON_FUNCTIONS_05,python/functions.md,5,139,220,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functions.md#L139-L220
TV_PYTHON_FUNCTIONS_06,python/functions.md,6,221,228,14,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functions.md#L221-L228
TV_PYTHON_FUNCTIONS_07,python/functions.md,7,229,308,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functions.md#L229-L308
TV_PYTHON_FUNCTIONS_08,python/functions.md,8,309,314,23,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functions.md#L309-L314
TV_PYTHON_FUNCTIONS_09,python/functions.md,9,315,372,34,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functions.md#L315-L372
TV_PYTHON_FUNCTIONS_10,python/functions.md,10,373,421,13,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functions.md#L373-L421
TV_PYTHON_FUNCTIONS_11,python/functions.md,11,422,516,29,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functions.md#L422-L516
TV_PYTHON_FUNCTIONS_12,python/functions.md,12,517,593,10,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/functions.md#L517-L593
TV_PYTHON_GENERAL_01,python/general.md,1,3,37,21,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/general.md#L3-L37
TV_PYTHON_GENERAL_02,python/general.md,2,38,67,25,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/general.md#L38-L67
TV_PYTHON_GENERAL_03,python/general.md,3,68,103,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/general.md#L68-L103
TV_PYTHON_GENERAL_04,python/general.md,4,104,137,17,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/general.md#L104-L137
TV_PYTHON_GENERAL_05,python/general.md,5,138,262,25,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/general.md#L138-L262
TV_PYTHON_GENERAL_06,python/general.md,6,263,299,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/general.md#L263-L299
TV_PYTHON_GENERAL_07,python/general.md,7,300,331,14,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/general.md#L300-L331
TV_PYTHON_GENERAL_08,python/general.md,8,332,393,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/general.md#L332-L393
TV_PYTHON_GENERAL_09,python/general.md,9,394,407,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/general.md#L394-L407
TV_PYTHON_GIL_THREADS_PROCESSES_01,python/gil_threads_processes.md,1,3,28,33,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L3-L28
TV_PYTHON_GIL_THREADS_PROCESSES_02,python/gil_threads_processes.md,2,29,64,38,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L29-L64
TV_PYTHON_GIL_THREADS_PROCESSES_03,python/gil_threads_processes.md,3,65,125,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L65-L125
TV_PYTHON_GIL_THREADS_PROCESSES_04,python/gil_threads_processes.md,4,126,420,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L126-L420
TV_PYTHON_GIL_THREADS_PROCESSES_05,python/gil_threads_processes.md,5,421,483,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L421-L483
TV_PYTHON_GIL_THREADS_PROCESSES_06,python/gil_threads_processes.md,6,484,558,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L484-L558
TV_PYTHON_GIL_THREADS_PROCESSES_07,python/gil_threads_processes.md,7,559,688,27,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L559-L688
TV_PYTHON_GIL_THREADS_PROCESSES_08,python/gil_threads_processes.md,8,689,849,96,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L689-L849
TV_PYTHON_GIL_THREADS_PROCESSES_09,python/gil_threads_processes.md,9,850,878,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L850-L878
TV_PYTHON_GIL_THREADS_PROCESSES_10,python/gil_threads_processes.md,10,879,901,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L879-L901
TV_PYTHON_GIL_THREADS_PROCESSES_11,python/gil_threads_processes.md,11,902,939,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L902-L939
TV_PYTHON_GIL_THREADS_PROCESSES_12,python/gil_threads_processes.md,12,940,986,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L940-L986
TV_PYTHON_GIL_THREADS_PROCESSES_13,python/gil_threads_processes.md,13,987,1043,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L987-L1043
TV_PYTHON_GIL_THREADS_PROCESSES_14,python/gil_threads_processes.md,14,1044,1064,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L1044-L1064
TV_PYTHON_GIL_THREADS_PROCESSES_15,python/gil_threads_processes.md,15,1065,1081,16,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L1065-L1081
TV_PYTHON_GIL_THREADS_PROCESSES_16,python/gil_threads_processes.md,16,1082,1090,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L1082-L1090
TV_PYTHON_GIL_THREADS_PROCESSES_17,python/gil_threads_processes.md,17,1091,1200,11,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L1091-L1200
TV_PYTHON_GIL_THREADS_PROCESSES_18,python/gil_threads_processes.md,18,1201,1227,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L1201-L1227
TV_PYTHON_GIL_THREADS_PROCESSES_19,python/gil_threads_processes.md,19,1228,1273,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L1228-L1273
TV_PYTHON_GIL_THREADS_PROCESSES_20,python/gil_threads_processes.md,20,1274,1328,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L1274-L1328
TV_PYTHON_GIL_THREADS_PROCESSES_21,python/gil_threads_processes.md,21,1329,1343,28,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L1329-L1343
TV_PYTHON_GIL_THREADS_PROCESSES_22,python/gil_threads_processes.md,22,1344,1416,65,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/gil_threads_processes.md#L1344-L1416
TV_PYTHON_INTERPRETER_01,python/interpreter.md,1,3,26,18,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L3-L26
TV_PYTHON_INTERPRETER_02,python/interpreter.md,2,27,46,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L27-L46
TV_PYTHON_INTERPRETER_03,python/interpreter.md,3,47,68,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L47-L68
TV_PYTHON_INTERPRETER_04,python/interpreter.md,4,69,86,10,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L69-L86
TV_PYTHON_INTERPRETER_05,python/interpreter.md,5,87,101,44,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L87-L101
TV_PYTHON_INTERPRETER_06,python/interpreter.md,6,102,197,45,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L102-L197
TV_PYTHON_INTERPRETER_07,python/interpreter.md,7,198,241,24,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L198-L241
TV_PYTHON_INTERPRETER_08,python/interpreter.md,8,242,269,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L242-L269
TV_PYTHON_INTERPRETER_09,python/interpreter.md,9,270,333,30,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L270-L333
TV_PYTHON_INTERPRETER_10,python/interpreter.md,10,334,381,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L334-L381
TV_PYTHON_INTERPRETER_11,python/interpreter.md,11,382,406,10,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L382-L406
TV_PYTHON_INTERPRETER_12,python/interpreter.md,12,407,420,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L407-L420
TV_PYTHON_INTERPRETER_13,python/interpreter.md,13,421,429,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L421-L429
TV_PYTHON_INTERPRETER_14,python/interpreter.md,14,430,470,16,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L430-L470
TV_PYTHON_INTERPRETER_15,python/interpreter.md,15,471,485,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L471-L485
TV_PYTHON_INTERPRETER_16,python/interpreter.md,16,486,496,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L486-L496
TV_PYTHON_INTERPRETER_17,python/interpreter.md,17,497,527,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/interpreter.md#L497-L527
TV_PYTHON_ITERATOR_AND_GENERATOR_01,python/iterator_and_generator.md,1,3,18,85,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L3-L18
TV_PYTHON_ITERATOR_AND_GENERATOR_02,python/iterator_and_generator.md,2,19,104,14,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L19-L104
TV_PYTHON_ITERATOR_AND_GENERATOR_03,python/iterator_and_generator.md,3,105,193,32,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L105-L193
TV_PYTHON_ITERATOR_AND_GENERATOR_04,python/iterator_and_generator.md,4,194,235,28,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L194-L235
TV_PYTHON_ITERATOR_AND_GENERATOR_05,python/iterator_and_generator.md,5,236,261,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L236-L261
TV_PYTHON_ITERATOR_AND_GENERATOR_06,python/iterator_and_generator.md,6,262,269,18,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L262-L269
TV_PYTHON_ITERATOR_AND_GENERATOR_07,python/iterator_and_generator.md,7,270,337,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L270-L337
TV_PYTHON_ITERATOR_AND_GENERATOR_08,python/iterator_and_generator.md,8,338,429,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L338-L429
TV_PYTHON_ITERATOR_AND_GENERATOR_09,python/iterator_and_generator.md,9,430,435,14,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L430-L435
TV_PYTHON_ITERATOR_AND_GENERATOR_10,python/iterator_and_generator.md,10,436,442,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L436-L442
TV_PYTHON_ITERATOR_AND_GENERATOR_11,python/iterator_and_generator.md,11,443,495,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L443-L495
TV_PYTHON_ITERATOR_AND_GENERATOR_12,python/iterator_and_generator.md,12,496,511,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L496-L511
TV_PYTHON_ITERATOR_AND_GENERATOR_13,python/iterator_and_generator.md,13,512,520,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L512-L520
TV_PYTHON_ITERATOR_AND_GENERATOR_14,python/iterator_and_generator.md,14,521,526,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L521-L526
TV_PYTHON_ITERATOR_AND_GENERATOR_15,python/iterator_and_generator.md,15,527,553,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L527-L553
TV_PYTHON_ITERATOR_AND_GENERATOR_16,python/iterator_and_generator.md,16,554,575,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/iterator_and_generator.md#L554-L575
TV_PYTHON_LOOPS_01,python/loops.md,1,3,34,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/loops.md#L3-L34
TV_PYTHON_LOOPS_02,python/loops.md,2,35,45,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/loops.md#L35-L45
TV_PYTHON_LOOPS_03,python/loops.md,3,46,59,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/loops.md#L46-L59
TV_PYTHON_METACLASS_01,python/metaclass.md,1,3,42,36,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/metaclass.md#L3-L42
TV_PYTHON_METACLASS_02,python/metaclass.md,2,43,70,13,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/metaclass.md#L43-L70
TV_PYTHON_METACLASS_03,python/metaclass.md,3,71,98,24,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/metaclass.md#L71-L98
TV_PYTHON_MODULES_AND_PACKAGES_01,python/modules_and_packages.md,1,3,14,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/modules_and_packages.md#L3-L14
TV_PYTHON_MODULES_AND_PACKAGES_02,python/modules_and_packages.md,2,15,21,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/modules_and_packages.md#L15-L21
TV_PYTHON_MODULES_AND_PACKAGES_03,python/modules_and_packages.md,3,22,31,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/modules_and_packages.md#L22-L31
TV_PYTHON_MODULES_AND_PACKAGES_04,python/modules_and_packages.md,4,32,50,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/modules_and_packages.md#L32-L50
TV_PYTHON_MODULES_AND_PACKAGES_05,python/modules_and_packages.md,5,51,79,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/modules_and_packages.md#L51-L79
